stock,url,created,suositus,analyytikko
incap,toimialan-tahden-sakarassa-alennustarra,2019-04-01 08:02:00,osta,"Antti Viljakainen,Joonas Korkiakoski"
pihlajalinna,fokus-kannattavuuden-parantamiseen,2019-04-08 22:24:00,lisää,"Olli Vilppo,Petri Kajaani"
aallon-group,uusi-haastaja-defensiivisella-markkinalla,2019-04-09 08:44:00,vähennä,"Juha Kinnunen,Atte Riikola"
viafin-service,kasvuponnistukseen-tukevalta-alustalta,2019-04-10 07:07:00,lisää,"Erkki Vesola,Olli Koponen"
digia,edullinen-tuloskaanneyhtio,2019-04-10 07:29:00,osta,"Joni Grönqvist,Mikael Rautanen"
cibus-nordic-real-estate,osinkonalkaisille-apetta,2019-04-11 21:36:00,lisää,Jesse Kinnunen
terveystalo,korkea-laatu-ja-kasvunakymat-nakyvat-jo-hinnassa,2019-04-14 18:01:00,vähennä,"Olli Vilppo,Petri Kajaani"
reka-industrial,hauras-perusta-merkittava-riski,2019-04-16 21:00:00,myy,Petri Gostowski
gofore,menestyja-muuttuvassa-ymparistossa,2019-04-24 07:55:00,lisää,"Joni Grönqvist,Mikael Rautanen"
suominen,step-right-direction-long-journey-still-ahead,2019-04-24 23:11:00,reduce,Antti Viljakainen
revenio-group,paivitamme-ennusteita-osakeannin-tuloksen-myota,2019-04-26 16:16:00,lisää,Mikael Rautanen
titanium,hyvaa-hoivaa-edelleen-tarjolla,2019-04-29 21:43:00,lisää,Sauli Vilén
siili-solutions,seuraavaa-versiota-rakentamassa,2019-05-02 08:26:00,lisää,Mikael Rautanen
ovaro-kiinteistosijoitus,myymme-ovarot-tuotto-odotuksen-heikennyttya,2019-05-14 10:07:00,,"Juha Kinnunen,Sauli Vilen,Mikael Rautanen"
cibus-nordic-real-estate,vahva-kassavirta-sailyy-nousu-uralla,2019-05-16 09:10:00,lisää,Jesse Kinnunen
afarak-group,tough-quarters-ahead,2019-05-20 09:15:00,-,Petri Gostowski
piippo,paluuta-kasvu-uralle-joudutaan-odottamaan,2019-06-03 08:20:00,vähennä,Petri Gostowski
next-games,peliyhtio-kaanteen-keskella,2019-06-04 07:50:00,vähennä,Atte Riikola
innofactor,kaanne-viela-alkumetreilla,2019-06-05 08:07:00,vähennä,"Joni Grönqvist,Mikael Rautanen"
punamusta-media,konsolidaatiosta-avaimet-tuloskaanteeseen,2019-06-06 07:58:00,myy,Petri Aho
capman,time-deliver,2019-06-11 19:09:00,buy,Sauli Vilén
hoivatilat,lansirintamalta-paljon-uutta,2019-06-13 08:19:00,lisää,Jesse Kinnunen
aspo,tulosparannus-yha-selvemmin-varustamon-harteilla,2019-06-17 21:06:00,vähennä,"Sauli Vilen,Olli Vilppo"
afarak-group,tender-offer-price-exceeds-value-share,2019-06-28 09:10:00,-,Petri Gostowski
gofore,lyhyen-aikavalin-ajurit-vahissa-kurssinousun-jalkeen,2019-07-10 08:21:00,vähennä,Joni Grönqvist
marimekko,uusi-kasvuvaihde-silmaan,2019-07-11 23:43:00,vähennä,Petri Kajaani
enersense,edellytykset-kannattavuuskaanteelle-paikallaan,2019-07-18 08:10:00,vähennä,Petri Gostowski
suominen,riskreward-does-not-attract-after-step-sideway,2019-08-08 09:29:00,reduce,Antti Viljakainen
ovaro-kiinteistosijoitus,saneeraus-etenee-tuskallisen-hitaasti,2019-08-09 09:29:00,vähennä,Jesse Kinnunen
consti,kannattavuuden-korjausurakka-jatkuu,2019-08-16 08:33:00,vähennä,Jesse Kinnunen
afarak-group,poor-results-ahead,2019-08-20 08:40:00,-,Petri Gostowski
afarak-group,headwinds-ferroalloys-continue,2019-08-26 08:50:00,-,Petri Gostowski
silmaasema,ostotarjous-luo-erikoistilanteen,2019-09-12 08:34:00,vähennä,"Olli Vilppo,Matias Arola"
rush-factory,paasylippu-elamystehtaaseen-houkuttelevan-hintainen,2019-09-16 08:02:00,lisää,"Petri Gostowski,Joonas Korkiakoski"
vaisala,suotuisan-syklin-tukemana-uuteen-strategiakauteen,2019-09-20 08:25:00,vähennä,Joni Grönqvist
cramo,suhdannekaannetta-kohti-hyvassa-asemassa,2019-09-30 06:42:00,lisää,Olli Koponen
revenio-group,tarinan-uusi-luku-alkaa,2019-10-02 08:18:00,lisää,Mikael Rautanen
relais-group,relais-group-sijoitustutkimus,2019-10-04 15:04:00,,
relais-group,kasvuhakuisuutta-defensiivisella-toimialalla,2019-10-18 08:19:00,osta,Erkki Vesola
srv,tuloksen-parannuttava,2019-10-22 07:04:00,vähennä,Olli Koponen
suominen,turnaround-proceeds-painfully-slowly,2019-10-23 10:29:00,reduce,Antti Viljakainen
nokia,nokiat-ulos-katteettomien-tavoitteiden-jalkeen,2019-10-29 11:12:00,,"Juha Kinnunen,Sauli Vilen,Mikael Rautanen"
hoivatilat,pidamme-ostotarjouksen-tasoa-kohtuullisena,2019-11-05 08:49:00,-,Jesse Kinnunen
fodelia,sijoitustutkimus-fodelia,2019-11-11 13:12:00,,Petri Kajaani
wulff-yhtiot,vahvempi-tuloskasvu-vaatii-uusia-askelia,2019-11-15 05:37:00,vähennä,Olli Koponen
ovaro-kiinteistosijoitus,saneerausurakka-jatkuu,2019-11-15 09:51:00,vähennä,Jesse Kinnunen
silmaasema,silmaasema-poistumassa-porssista,2019-11-19 07:59:00,-,"Olli Vilppo,Matias Arola"
hoivatilat,omistajille-nyt-vain-hyvia-vaihtoehtoja,2019-11-24 19:43:00,lisää,Jesse Kinnunen
fodelia,suomalaisen-elintarvikealan-kasvulupaus,2019-11-27 07:51:00,lisää,Petri Kajaani
sievi-capital,tulevien-sijoitusten-onnistuminen-arvoajurina,2019-11-29 18:54:00,lisää,"Sauli Vilen,Olli Vilppo"
afarak-group,outlook-remains-subdued,2019-12-02 09:32:00,-,Petri Gostowski
hoivatilat,ostotarjouksen-lapimeno-kaytannossa-varmistui,2019-12-09 09:00:00,-,Jesse Kinnunen
investors-house,nakyvyys-kasvuun-parantunut,2019-12-13 09:12:00,lisää,Jesse Kinnunen
hoivatilat,hyvaksymme-hoivatilojen-tarjouksen,2019-12-17 14:14:00,,"Juha Kinnunen,Sauli Vilen,Mikael Rautanen"
verkkokauppacom,kilpailupaine-ei-paasta-yhtiota-helpolla,2019-12-19 07:23:00,vähennä,"Sauli Vilen,Olli Vilppo"
,vuosikatsaus-2019,2020-01-16 12:12:00,,"Juha Kinnunen,Sauli Vilen,Mikael Rautanen"
ssab-b,vauhtia-haetaan-odotettua-syvemmalta,2020-01-29 09:05:00,-,Petri Gostowski
suominen,sales-stalled-and-topline-remains-issue,2020-01-30 09:26:00,reduce,Antti Viljakainen
tallink,laiva-lastattu-hyvalla-tuotto-odotuksella,2020-02-03 03:28:00,lisää,Olli Koponen
cramo,cramo-poistumassa-porssista,2020-02-04 15:59:00,-,Olli Koponen
cramo,vuosi-2019-paattyi-odotuksia-heikommin,2020-02-11 19:29:00,-,Olli Koponen
aktia,rannikolla-tuulee,2020-02-11 19:40:00,lisää,Jesse Kinnunen
fellow-pankki,otamme-pienen-position-fellow-financesta,2020-02-26 16:25:00,,"Juha Kinnunen,Sauli Vilen,Mikael Rautanen"
afarak-group,no-short-term-earnings-recovery-sight,2020-02-29 14:10:00,-,Petri Gostowski
bilot,digitaalisen-liiketoiminnan-asiantuntija,2020-03-03 09:42:00,,"Joni Grönqvist,Mikael Rautanen"
lehto-group,eteenpain-ydinosaamiseen-keskittyen,2020-03-08 09:39:00,vähennä,Olli Koponen
qt,qt-groupin-juna-palasi-asemalle-hakemaan-mallisalkun-kyytiin,2020-03-13 13:33:00,,"Juha Kinnunen,Sauli Vilen,Mikael Rautanen"
bilot,kasvupolun-alussa-vahvalla-taseella,2020-03-18 07:16:00,lisää,"Joni Grönqvist,Mikael Rautanen"
yit,riskit-ovat-mahdollisuuksia-suuremmat,2020-03-18 09:14:00,vähennä,Olli Koponen
raisio,defensiivinen-vahvojen-kuluttajabrandien-osinkoyhtio,2020-03-25 10:57:00,lisää,"Petri Kajaani,Matias Arola"
fortum,siivoamme-salkkua-ja-ostamme-fortumia,2020-04-02 10:29:00,,"Juha Kinnunen,Sauli Vilen,Mikael Rautanen"
suominen,report-was-promising-sign-regarding-longer-term,2020-04-24 08:51:00,accumulate,Antti Viljakainen
sampo,nordea-ulos-sampo-sisaan,2020-04-24 14:11:00,,"Juha Kinnunen,Sauli Vilen,Mikael Rautanen"
boreo,teknista-tukkukauppaa-ja-yritysjarjestelyja,2020-04-27 08:00:00,lisää,"Antti Viljakainen,Joonas Korkiakoski"
afarak-group,afarakin-yhtioseuranta-paattyy,2020-05-10 19:10:00,-,Petri Gostowski
suominen,long-and-rocky-downhill-seems-be-behind-back,2020-05-13 08:30:00,accumulate,Antti Viljakainen
caverion,tuntuva-potentiaali-peittoaa-epavarmuuden,2020-05-18 19:02:00,lisää,Olli Koponen
soprano,investointien-potentiaalia-mitataan-nyt,2020-06-12 07:15:00,lisää,"Antti Viljakainen,Olli Koponen"
suominen,company-remains-take-mode,2020-06-18 09:10:00,accumulate,Antti Viljakainen
metso-outotec,odotamme-vahvaa-avausta,2020-07-01 07:49:00,lisää,Erkki Vesola
suominen,pandemic-gave-suominen-wings,2020-08-13 08:02:00,accumulate,Antti Viljakainen
viafin-service,yhtio-etenee-strategian-viitoittamalla-tiella,2020-08-28 19:33:00,osta,Olli Koponen
,myimme-siivuja-huippuyhtioista,2020-08-31 10:40:00,,"Juha Kinnunen,Sauli Vilen,Mikael Rautanen"
suominen,cmd-confirmed-companys-good-position,2020-09-03 09:20:00,accumulate,Antti Viljakainen
ilkka,osissa-merkittavasti-nykykurssia-enemman-arvoa,2020-09-06 21:25:00,osta,Petri Gostowski
qt,hiottu-ja-hinnoiteltu-lahes-taydellisyyteen,2020-09-16 08:04:00,vähennä,Mikael Rautanen
suominen,valuation-has-remained-well-earth,2020-10-28 08:58:00,accumulate,Antti Viljakainen
citycon,cityconin-yhtioseuranta-paattyy,2020-11-02 08:20:00,-,"Antti Viljakainen,Petri Gostowski"
talenom,ostimme-sievi-capitalia-ja-myimme-hieman-talenomia,2020-11-27 11:10:00,,"Juha Kinnunen,Sauli Vilen,Mikael Rautanen"
oma-saastopankki,kasvuyhtio-alelaarissa,2020-12-07 08:03:00,osta,"Sauli Vilen,Matias Arola"
arvo-sijoitusosuuskunta,monipuolinen-sijoitussalkku-hallitulla-riskitasolla,2020-12-22 08:18:00,,"Antti Viljakainen,Aapeli Pursimo"
revenio-group,kevennamme-reveniota-ja-nostamme-kateispainoa,2021-01-18 15:19:00,,"Juha Kinnunen,Sauli Vilen,Mikael Rautanen"
suominen,flat-strong-results-and-low-valuation-are-enough,2021-02-05 07:57:00,accumulate,Antti Viljakainen
eagle-filters,kasvun-kulmakerroin-ratkaisee-suunnan,2021-02-23 08:00:00,myy,Antti Luiro
rovio,mobiilipelialan-vakaalta-toimijalta-ei-odoteta-liikoja,2021-03-01 07:52:00,osta,Atte Riikola
nightingale-health,ennaltaehkaisevan-terveydenhuollon-lupaus-korkealla-riskilla,2021-03-08 10:00:00,,Antti Luiro
orthex,pohjoismaiden-johtava-kayttotavaravalmistaja,2021-03-26 08:06:00,lisää,"Petri Kajaani,Thomas Westerholm"
sitowise,paras-pala-arvoketjua,2021-03-29 07:19:00,vähennä,Olli Koponen
tecnotree,suorituskykyinen-feenikslintu,2021-03-30 08:00:00,osta,Joonas Korkiakoski
nightingale-health,ennaltaehkaisevan-terveydenhuollon-lupaus-korkealla-riskilla-0,2021-04-20 08:30:00,osta,Antti Luiro
tecnotree,hyvalla-ponkaisulla-uuteen-vuoteen,2021-04-30 07:30:00,osta,Joonas Korkiakoski
tokmanni-group,kovaan-vauhtiin-paassyt-halpakauppaketju,2021-05-08 14:22:00,osta,"Petri Kajaani,Thomas Westerholm"
alexandria-pankkiiriliike,seurannan-aloitus-paljon-todistettavaa,2021-05-20 08:00:00,myy,"Sauli Vilen,Matias Arola"
netum,kokonaisvaltainen-tuloksentekija,2021-05-21 19:40:00,,Joonas Korkiakoski
netum,kokonaisvaltainen-tuloksentekija-0,2021-06-03 08:00:00,vähennä,Joonas Korkiakoski
arvo-sijoitusosuuskunta,kaypa-arvo-kehittynyt-suotuisasti,2021-06-03 08:30:00,,"Antti Viljakainen,Aapeli Pursimo"
pihlajalinna,kannattavan-kasvun-jatkaminen-kriittista,2021-06-07 07:53:00,lisää,"Olli Vilppo,Petri Kajaani"
toivo-group,kettera-ja-nopeasti-kasvava-kiinteistokehittaja,2021-06-11 22:24:00,myy,Matias Arola
solwers,kettera-ja-tehokas-kasvaja,2021-06-21 08:13:00,vähennä,Petri Gostowski
suominen,good-position-normalizing-trading-conditions,2021-06-23 20:00:00,accumulate,Antti Viljakainen
fellow-pankki,myimme-fellow-financen-osakkeet-sijoitustarinan-muuttuessa,2021-07-19 11:32:00,,"Juha Kinnunen,Sauli Vilen,Mikael Rautanen"
siili-solutions,aliarvostettu-tietoevry-salkkuun-siili-saa-samalla-vaistya,2021-07-28 17:34:00,,"Juha Kinnunen,Sauli Vilen,Mikael Rautanen"
purmo-group,vacista-kuoriutuu-purmo,2021-09-08 20:06:00,,"Joni Grönqvist,Olli Koponen"
ecoup,kasvuyhtio-vihrean-trendin-nosteessa,2021-09-10 18:56:00,,Antti Viljakainen
honkarakenne,tutkan-alla-lentava-hirsirakentaja,2021-09-21 19:53:00,osta,Matias Arola
loihde,mahdollisuuksien-moniottelija,2021-09-27 18:40:00,,Joonas Korkiakoski
robit,lapi-harmaan-kiven,2021-09-28 21:08:00,vähennä,Erkki Vesola
ecoup,kasvuyhtio-vihrean-trendin-nosteessa-0,2021-09-29 21:14:00,osta,Antti Viljakainen
optomed,tekoaly-paljastaa-silmanpohjalta-mahdollisuuksia,2021-10-03 17:31:00,vähennä,Juha Kinnunen
tallink,paatamme-osakkeen-seurannan,2021-10-04 07:29:00,-,Olli Koponen
loihde,mahdollisuuksien-moniottelija-0,2021-10-08 07:05:00,myy,Joonas Korkiakoski
puuilo,morjensta-seurantaan,2021-10-11 19:08:00,lisää,Olli Vilppo
nokia,vahvat-suoritukset-jatkuvat,2021-10-29 07:42:00,lisää,Atte Riikola
merus-power,energiamarkkinan-murroksen-mahdollistaja,2021-11-01 21:57:00,lisää,Pauli Lohi
norrhydro,kasvuloikan-kynnyksella,2021-11-14 17:12:00,,Erkki Vesola
kreate,infran-erikoisosaaja,2021-11-22 07:13:00,osta,Olli Koponen
honkarakenne,kauppa-kay,2021-11-25 08:05:00,osta,Matias Arola
norrhydro,kasvuloikan-kynnyksella-0,2021-12-01 21:53:00,myy,Erkki Vesola
arvo-sijoitusosuuskunta,vakaata-arvonkehitysta,2021-12-08 08:30:00,,"Antti Viljakainen,Aapeli Pursimo"
partnera,rakennusvaihde-silmassa,2021-12-12 19:15:00,lisää,Aapeli Pursimo
sotkamo-silver,odotamme-nayttoja-kassavirran-tuottokyvysta,2021-12-13 08:30:00,vähennä,"Antti Viljakainen,Aapeli Pursimo"
duell,ripeaan-kasvuun-viritetty-jakelija,2021-12-14 20:20:00,lisää,Petri Gostowski
fifax,vastuullista-kalaa-joulupoytaan,2021-12-20 22:11:00,myy,Pauli Lohi
lemonsoft,kannattavasti-kasvava-saas-yhtio-kirpealla-arvostuksella,2021-12-27 07:40:00,myy,Atte Riikola
ssh,paatamme-osakkeen-seurannan-0,2021-12-30 07:29:00,-,Atte Riikola
purmo-group,lampoa-maailmalle,2022-01-05 07:11:00,lisää,Olli Koponen
,mallisalkkukatsaus-2021-turpiin-tuli,2022-01-11 09:40:00,,"Juha Kinnunen,Sauli Vilen,Atte Riikola"
fortum,kotiutamme-voitot-fortumista,2022-01-14 12:30:00,,"Juha Kinnunen,Sauli Vilen,Atte Riikola"
kamux,nostimme-panoksia-kamuxissa-ja-remedyssa,2022-01-26 11:24:00,,"Juha Kinnunen,Sauli Vilen,Atte Riikola"
harvia,ostimme-harviaa-salkkuun,2022-02-16 10:34:00,,"Juha Kinnunen,Sauli Vilen,Atte Riikola"
sotkamo-silver,pienia-askelia-oikeaan-suuntaan-0,2022-02-17 22:25:00,vähennä,"Antti Viljakainen,Aapeli Pursimo"
taaleri,kotiutamme-voitot-taalerista,2022-02-22 10:04:00,,"Juha Kinnunen,Sauli Vilen,Atte Riikola"
valoe,liikenteen-aurinkoenergiateknologian-pioneeri,2022-03-04 21:33:00,vähennä,Pauli Lohi
lapwall,kannattavaa-kasvua-puurakentamisen-trendista,2022-03-23 20:29:00,,Antti Viljakainen
evli,osakkeen-arvo-laskee-torstaina-yli-90,2022-03-30 18:44:00,-,"Sauli Vilen,Matias Arola"
springvest,listaamattomien-kasvuyritysten-rahoittaja-ja-omistaja,2022-03-31 07:30:00,myy,Antti Luiro
qpr-software,perusta-kasvukaanteelle-alkaa-olla-kunnossa,2022-03-31 07:40:00,vähennä,Atte Riikola
evli,varainhoidon-jakautuminen-maalissa,2022-04-03 11:28:00,vähennä,Sauli Vilen
,mallisalkku-ja-inflaatio,2022-04-04 09:55:00,,"Juha Kinnunen,Sauli Vilen,Atte Riikola"
tulikivi,vieriva-kivi-ei-sammaloidu,2022-04-08 08:16:00,vähennä,Thomas Westerholm
lapwall,kannattavaa-kasvua-puurakentamisen-trendista-0,2022-04-10 22:32:00,lisää,Antti Viljakainen
fellow-pankki,digitaalisuutta-ja-kovia-kasvuodotuksia,2022-04-22 19:27:00,vähennä,Matias Arola
witted,poikkeuksellinen-kasvuyhtio-it-palvelusektorilla,2022-04-29 08:30:00,,Antti Luiro
eagle-filters,paatamme-osakkeen-seurannan-1,2022-04-29 18:40:00,-,Antti Luiro
,mallisalkku-ja-talouskasvu,2022-05-04 09:57:00,,"Juha Kinnunen,Sauli Vilen,Atte Riikola"
movinn,movinn-investment-case-29-april-2022-hc-andersen-capital,2022-05-04 17:01:00,,
agillic,agillic-investment-case-25-march-2022-hc-andersen-capital,2022-05-04 17:46:00,,
ascelia-pharma,ascelia-pharma-investment-case-24-march-2022-hc-andersen-capital,2022-05-04 18:24:00,,
boreo,kasvaen-ja-kehittaen,2022-05-06 07:00:00,osta,Joonas Korkiakoski
astralis,astralis-investment-case-12-may-2022-hc-andersen-capital,2022-05-12 12:04:00,,
digital-workforce,robotiikan-ja-automaation-alustapalveluyhtio,2022-05-14 10:48:00,lisää,Joni Grönqvist
witted,poikkeuksellinen-kasvuyhtio-it-palvelusektorilla-0,2022-05-14 21:00:00,osta,Antti Luiro
inderes,inderes-finnish-market-done-pan-nordic-next-seb,2022-05-18 20:17:00,,
lamor,kasvuhakuinen-ymparistoratkaisujen-toimittaja,2022-05-19 08:00:00,lisää,Aapeli Pursimo
,hc-andersen-capital-software-service-report-may-2022,2022-05-25 20:43:00,,
nexstim,tuloskaannetta-stimuloimassa,2022-05-30 20:14:00,vähennä,Antti Siltanen
capman,kasvatamme-omistustamme-capmanissa,2022-06-08 10:05:00,,"Juha Kinnunen,Sauli Vilen,Atte Riikola"
,mallisalkku-ja-korkojen-nousu,2022-06-14 09:40:00,,"Juha Kinnunen,Sauli Vilen,Atte Riikola"
lassila-tikanoja,maltillisesti-arvostettua-tasaista-kassavirtaa,2022-06-21 18:55:00,lisää,Rauli Juva
arvo-sijoitusosuuskunta,hajautetulla-sijoitussalkulla-arvon-kasvatusta,2022-06-22 08:00:00,,Aapeli Pursimo
aiforia-technologies,patologian-kuvantunnistuksen-eturintamassa,2022-06-23 20:25:00,myy,Antti Luiro
withsecure,yritystietoturvan-kasvuyhtio,2022-07-02 14:23:00,vähennä,Atte Riikola
f-secure,kuluttajatietoturvan-vakaa-kassavirtakone,2022-07-02 14:35:00,lisää,Atte Riikola
suominen,roller-coaster-turning-uphill,2022-07-15 08:36:00,reduce,Antti Viljakainen
inderes,some-improvement-over-q1-more-h2,2022-07-25 22:21:00,,
inderes,q2-broadly-expected-minor-miss-profits,2022-08-02 09:48:00,,
inderes,strong-core-small-steps-nordics,2022-08-02 22:02:00,,
lifa-air,paremman-ilman-puolesta,2022-08-03 19:49:00,vähennä,Thomas Westerholm
faron-pharmaceuticals,sijoitus-vaatii-immuniteettia-riskeille,2022-08-08 07:44:00,lisää,Antti Siltanen
fodelia,tyo-kaynnissa-kannattavuuden-parantamiseksi,2022-08-10 19:10:00,vähennä,Pauli Lohi
boreo,pala-kerrallaan,2022-08-11 09:31:00,lisää,Petri Gostowski
nexstim,rekrytoinnit-hidastavat-kannattavuuskaannetta,2022-08-15 07:56:00,vähennä,Antti Siltanen
kempower,sahkoinen-startti-porssitaipaleelle,2022-08-15 21:43:00,lisää,Pauli Lohi
revenio-group,pienta-paaomien-uudelleen-allokointia,2022-08-17 13:48:00,,"Juha Kinnunen,Sauli Vilen,Atte Riikola"
qt,lisasimme-qtn-painoa-salkussa,2022-08-30 13:38:00,,"Juha Kinnunen,Sauli Vilen,Atte Riikola"
musti-group,paatamme-osakkeen-seurannan-2,2022-09-01 08:38:00,-,Olli Vilppo
,greentech-sector-report,2022-09-06 13:00:00,,
bioretec,luunkovaa-kasvua-ja-korkeaa-riskia,2022-09-23 06:55:00,vähennä,Antti Siltanen
inderes,inderes-lowers-guidance-ranges-new-ebita-mid-point-34-below-seb-estimate,2022-09-27 00:37:00,,
anora,tuotto-odotus-lahinna-osingon-varassa-0,2022-09-27 07:44:00,vähennä,Rauli Juva
eab-group,matka-jatkuu-osana-evlia,2022-10-02 09:00:00,-,Sauli Vilen
inderes,pandemic-effects-reverse,2022-10-05 09:20:00,,
harvia,kasvatamme-omistustamme-harviassa,2022-10-11 10:01:00,,"Juha Kinnunen,Sauli Vilen,Atte Riikola"
sotkamo-silver,ongelmien-karjistymisen-uhka-merkittava,2022-10-18 21:50:00,myy,"Antti Viljakainen,Aapeli Pursimo"
incap,voitosta-voittoon,2022-10-19 09:06:00,lisää,Antti Viljakainen
sotkamo-silver,rahoitusta-tarvitaan-nopeasti,2022-10-24 08:00:00,myy,"Antti Viljakainen,Aapeli Pursimo"
,robotics-sector-report-deglobalization-and-nearshoring-could-support-high-growth,2022-10-28 16:50:00,,
inderes,q3-line-quarter-positive-note-recurring-revenue,2022-11-01 09:52:00,,
sampo,mallisalkku-laatuyhtiosta-toiseen,2022-11-01 10:37:00,,"Juha Kinnunen,Sauli Vilen,Atte Riikola"
inderes,keeps-delivering-recurring-revenue,2022-11-01 20:19:00,,
betolar,vihreamman-betoniteollisuuden-mahdollistaja,2022-11-03 09:24:00,vähennä,Antti Viljakainen
inderes,inderes-group-nordic-growth-story-boosted,2022-11-11 10:13:00,,
duell,mallisalkku-ostimme-pienta-kasvuyhtiota,2022-11-15 16:11:00,,"Juha Kinnunen,Sauli Vilen,Atte Riikola"
stockmann,tavaratalot-edelleen-murheenkryyni,2022-11-18 06:12:00,vähennä,Rauli Juva
tamtron,punnitusteknologian-edellakavija,2022-12-03 13:20:00,lisää,Pauli Lohi
mgi-media-and-games-invest,tutkan-alla-lentava-aliarvostettu-alustayhtio,2022-12-12 21:33:00,osta,
wetteri,monimerkkiautotalo-innokkaalla-kaasujalalla,2022-12-16 09:14:00,myy,Thomas Westerholm
inderes,seb-it-nordic-game-now,2022-12-19 21:19:00,,
arvo-sijoitusosuuskunta,irtaantuminen-keliberista-piti-kayvan-arvon-kasvussa,2022-12-22 08:00:00,,Aapeli Pursimo
reka-industrial,paatamme-osakkeen-seurannan-3,2023-01-02 08:36:00,-,Petri Gostowski
sotkamo-silver,riskitaso-tapissa-osakeantien-kariutumisen-myota,2023-01-03 08:00:00,vähennä,"Antti Viljakainen,Aapeli Pursimo"
2257,vuosi-2022-teki-mallisalkussa-rumaa-jalkea,2023-01-22 12:58:00,,"Juha Kinnunen,Sauli Vilen,Atte Riikola"
inderes,inderes-group-expanding-alma-talent-collaboration-seb,2023-01-24 09:58:00,,
asuntosalkku,asuntosijoittamista-lahden-molemmin-puolin,2023-01-27 19:40:00,vähennä,Matias Arola
bbs,kasvutekijoilla-kohti-kasvumarkkinoita,2023-02-03 18:56:00,vähennä,Antti Siltanen
inderes,inderes-group-q4-sales-above-and-ebita-line-our-estimates-seb,2023-02-07 10:39:00,,
inderes,inderes-group-opening-new-chapter-decent-end-year-seb,2023-02-08 00:49:00,,
digia,kotiutamme-erinomaiset-voitot-digiasta,2023-02-20 17:28:00,,"Juha Kinnunen,Sauli Vilen,Atte Riikola"
cibus-nordic-real-estate,paatamme-osakkeen-seurannan-4,2023-02-21 20:05:00,-,Matias Arola
koskisen,puunjalostusta-yli-sadan-vuoden-kokemuksella,2023-02-24 22:10:00,vähennä,Antti Viljakainen
2257,kevensimme-qtn-korkeaksi-noussutta-painoa-salkussa,2023-03-03 10:52:00,,"Juha Kinnunen,Sauli Vilen,Atte Riikola"
meriaura-group,katseet-vihreassa-siirtymassa,2023-03-09 18:54:00,myy,Pauli Lohi
inderes,inderes-group-distribution-agreement-support-research-penetration-sweden-seb,2023-03-10 09:07:00,,
inderes,inderes-group-jan-feb-sales-broadly-line-our-q1-expectation-seb,2023-03-15 12:46:00,,
modulight,laseryhtiota-kalibroidaan-kohti-kasvua,2023-03-20 07:14:00,vähennä,Antti Siltanen
inderes,inderes-group-improving-acquisitions-and-easy-comps-seb,2023-04-11 18:50:00,,
admicom,avasimme-rivin-admicomissa,2023-04-12 10:48:00,,"Juha Kinnunen,Sauli Vilen,Atte Riikola"
atria,vahva-pohjoismainen-lihatalo,2023-04-17 19:11:00,vähennä,Pauli Lohi
inderes,inderes-group-q1-above-our-estimates-thanks-agm-and-analysis-services-seb,2023-04-21 08:57:00,,
inderes,inderes-group-solid-start-year-seb,2023-04-21 22:09:00,,
nyab,vauhdilla-kasvava-puhtaan-tulevaisuuden-rakentaja,2023-04-25 08:35:00,vähennä,Aapeli Pursimo
modulight,alkuvuosi-oli-edelleen-vaikea,2023-05-02 08:21:00,vähennä,Antti Siltanen
inderes,inderes-group-april-sales-increase-49-broadly-line-our-estimate-seb,2023-05-11 11:24:00,,
inderes,inderes-group-new-strategy-out-ahead-cmd-seb,2023-05-25 16:15:00,,
inderes,inderes-group-clear-plan-swedish-expansion-seb,2023-05-26 16:19:00,,
fortum,pieni-kevennys-qtssa-ja-osto-fortumissa,2023-05-29 15:27:00,,"Juha Kinnunen,Sauli Vilen,Atte Riikola"
pihlajalinna,sijoitustarina-nayttaa-jalleen-valoisammalta,2023-05-30 08:51:00,vähennä,Olli Vilppo
administer,taloushallinnon-moniottelija,2023-06-12 07:50:00,osta,Juha Kinnunen
nordea-bank,hinnan-ja-arvon-valilla-suuri-epasuhta,2023-06-12 08:15:00,osta,Matias Arola
inderes,inderes-group-may-sales-growth-rate-declined-april-seb,2023-06-14 12:28:00,,
arvo-sijoitusosuuskunta,pitkajanteista-sijoitustoimintaa-hajautetulla-portfoliolla,2023-06-18 12:00:00,,Aapeli Pursimo
arvo-sijoitusosuuskunta,pitkajanteista-sijoitustoimintaa-hajautetulla-portfoliolla-0,2023-06-20 19:30:00,lisää,Aapeli Pursimo
biohit,tuloskaanteen-pysyvyys-testissa,2023-06-30 18:59:00,lisää,Antti Siltanen
nokia,pienia-tarkistuksia-ennusteisiin-ennen-q2-raporttia,2023-07-05 07:59:00,osta,Atte Riikola
2257,pieni-kevennys-remedyssa-kateispainon-lisaamiseksi,2023-07-14 15:49:00,,"Juha Kinnunen,Sauli Vilen,Atte Riikola"
kamux,kannattavuus-vahvemmin-tahtaimeen-jatkossa,2023-07-25 08:22:00,lisää,Rauli Juva
inderes,inderes-group-april-may-sales-data-triggers-estimate-cuts-seb,2023-08-02 22:19:00,,
boreo,tuloskasvun-rakennuspalikat-paikallaan,2023-08-11 09:18:00,lisää,Petri Gostowski
pihlajalinna,ulkoistusten-tulosalitus-ei-ollut-erityisen-halyttava,2023-08-11 19:42:00,vähennä,Olli Vilppo
